"_id","user","article","RQM_score","userPercentile","createdAt"
"65caf901fafe762c3e33eb48","65b1ebbc90ba2e3794e9696d","64d49601b55f4b980248861a",0,6.557377049180328,"2024-03-23T05:08:12.364Z"
"65cf2517b99ad9c59cccf871","65b1ebbc90ba2e3794e9696d","64d49623b55f4b9802488626",36,98.07692307692307,"2024-04-08T12:11:41.269Z"
"65db5909d94e88fa2a87d0a9","65b1ebbc90ba2e3794e9696d","64d49602b55f4b980248861b",0,3.4482758620689653,"2024-04-08T12:11:36.029Z"
"65db6d7b23ad66b6e74ea0e1","65b1ebbc90ba2e3794e9696d","64d49602b55f4b980248861c",0,9.836065573770492,"2024-04-08T12:11:55.031Z"
"65f2ea04c0374661fb5a7e9e","65b1ebbc90ba2e3794e9696d","65dec05348ecb3c0ddb99da9",5,35.294117647058826,"2024-03-19T15:28:30.434Z"
"65f2ed8045f679067a698d41","65b1ebbc90ba2e3794e9696d","65dec05548ecb3c0ddb99db1",97,100,"2024-03-20T05:34:04.045Z"
"65f303179edbd593b5293e93","65f300509edbd593b5293db2","65dec05648ecb3c0ddb99dcf",3,14.814814814814813,"2024-03-19T15:48:58.600Z"
"65f5c6ac8280dd44ee0d4ad4","65b1ebbc90ba2e3794e9696d","65deb8e89597d60d90d99f21",5,12.5,"2024-03-20T02:39:49.110Z"
"65f6ae256f1f4e5477f1ae0a","65f6ade26f1f4e5477f1ad55","65dec05548ecb3c0ddb99dbb",0,5.263157894736842,"2024-03-20T02:33:37.007Z"
"65f6ae6c6f1f4e5477f1aea5","65f6ade26f1f4e5477f1ad55","65dec05648ecb3c0ddb99dc7",124,100,"2024-03-20T02:45:00.068Z"
"65f6ba57ba995a8fd4acef2f","65f6b9f0ba995a8fd4acee64","65dec05648ecb3c0ddb99dc5",0,5,"2024-04-08T12:11:53.956Z"
"65f9ad04f0a9618804609fc9","65f6b9f0ba995a8fd4acee64","65dec05648ecb3c0ddb99dcd",62,100,"2024-03-19T15:19:32.996Z"
"65f9b457794f515b0b664488","65b1ebbc90ba2e3794e9696d","65dec07a2ffe594315bba334",0,1.7543859649122806,"2024-03-19T15:50:47.402Z"
"65f9b607e5c715facdc5c2cf","65b1ebbc90ba2e3794e9696d","65dec07b2ffe594315bba338",0,5.88235294117647,"2024-03-19T15:57:59.787Z"
"65fa45e74eeae6ecaf2943f2","65b1ebbc90ba2e3794e9696d","64d49624b55f4b9802488627",10,33.33333333333333,"2024-03-20T02:11:51.240Z"
"65fa49b74eeae6ecaf294741","65b1ebbc90ba2e3794e9696d","64d46af6b55f4b98024885c7",0,1.7857142857142856,"2024-03-20T02:28:07.598Z"
"65fa7a6a6a8777d6788ddeb0","65b1ebbc90ba2e3794e9696d","65dec05548ecb3c0ddb99db5",64,100,"2024-03-20T05:55:54.865Z"
"65fa7bd76a8777d6788de021","65b1ebbc90ba2e3794e9696d","65dec05548ecb3c0ddb99db7",44,100,"2024-03-20T06:01:59.001Z"
"65fd341085a20fc084e117d6","65fd330b85a20fc084e1168b","65dec05548ecb3c0ddb99db7",24,89.0909090909091,"2024-03-22T07:32:32.570Z"
"65fe4a77205cf6d5f81e92bb","65fe496b205cf6d5f81e91fb","65dec05448ecb3c0ddb99dad",5,17.857142857142858,"2024-03-23T03:20:23.295Z"
"65fe4b1e205cf6d5f81e93aa","65fe496b205cf6d5f81e91fb","65dec05548ecb3c0ddb99db7",7,36.36363636363637,"2024-03-23T03:23:10.217Z"
"65fe4d0a205cf6d5f81e95e7","65fe496b205cf6d5f81e91fb","65dec07a2ffe594315bba334",4,17.543859649122805,"2024-03-23T03:31:22.868Z"
"65fe4e0b205cf6d5f81e971e","65fe496b205cf6d5f81e91fb","65dec07b2ffe594315bba338",8,50.98039215686274,"2024-03-23T03:35:39.277Z"
"65fe521b814651416ddeb5d7","65fe496b205cf6d5f81e91fb","65dec07c2ffe594315bba346",6,13.559322033898304,"2024-03-23T03:52:59.388Z"
"65fe5ceb45994638fe1e5cb5","65fe496b205cf6d5f81e91fb","65dec07c2ffe594315bba344",12,54.90196078431373,"2024-03-23T04:39:07.592Z"
"65fe5de345994638fe1e5dec","65fe496b205cf6d5f81e91fb","65dec05648ecb3c0ddb99dcb",8,42.1875,"2024-03-23T04:43:15.211Z"
"65fe6025222b9c7feb33ba48","65fe496b205cf6d5f81e91fb","65dec07c2ffe594315bba34a",14,40.67796610169492,"2024-03-23T04:52:53.259Z"
"65fe61fa222b9c7feb33bb51","65fe496b205cf6d5f81e91fb","64d49605b55f4b980248861f",12,77.58620689655173,"2024-03-23T05:00:42.592Z"
"65fe633f222b9c7feb33bc3b","65fe496b205cf6d5f81e91fb","64d49608b55f4b9802488623",15,63.63636363636363,"2024-03-23T05:06:07.068Z"
"65feb7c8bfb56a1dad382fa5","65fe496b205cf6d5f81e91fb","65dec05548ecb3c0ddb99db9",11,66.12903225806451,"2024-03-23T11:06:48.516Z"
"65feb9c2bfb56a1dad38309a","65fe496b205cf6d5f81e91fb","65dec07c2ffe594315bba33e",13,66.66666666666666,"2024-03-23T11:15:14.187Z"
"65febb46bfb56a1dad383133","65fe496b205cf6d5f81e91fb","64d47241b55f4b98024885ec",12,67.24137931034483,"2024-03-23T11:21:42.657Z"
"65febbe0bfb56a1dad383230","65fe496b205cf6d5f81e91fb","64d47230b55f4b98024885e9",11,47.540983606557376,"2024-03-23T11:24:16.455Z"
"65febc4ebfb56a1dad383334","65fe496b205cf6d5f81e91fb","64d46afcb55f4b98024885d0",0,3.278688524590164,"2024-03-23T11:26:06.456Z"
"660078dae88e1eedd017cd9a","65fd330b85a20fc084e1168b","65dec05548ecb3c0ddb99db1",24,94.91525423728814,"2024-03-24T19:02:50.884Z"
"6600e6bed238b9b4d73dc090","65b1ebbc90ba2e3794e9696d","65dec05548ecb3c0ddb99dbd",0,3.3333333333333335,"2024-03-25T02:51:42.648Z"
"66013c20a20d5959f1e686bf","65b1ebbc90ba2e3794e9696d","65deb8e89597d60d90d99f1e",0,100,"2024-03-25T08:56:00.521Z"
"66013cacfdca59921dc8c1e7","65b1ebbc90ba2e3794e9696d","65dec05548ecb3c0ddb99db9",10,53.2258064516129,"2024-03-25T08:58:20.884Z"
"660145f1af24593fbe49d9e2","65b1ebbc90ba2e3794e9696d","65deb8e89597d60d90d99f1c",0,100,"2024-03-25T09:37:53.882Z"
"6601464caf24593fbe49dbac","65b1ebbc90ba2e3794e9696d","65dec07c2ffe594315bba346",22,76.27118644067797,"2024-03-25T09:39:24.262Z"
"660157bce07d3552a48ab2a9","65b1ebbc90ba2e3794e9696d","65dec07c2ffe594315bba340",120,100,"2024-03-25T10:53:48.523Z"
"660162ea451e8641829f6204","65b1ebbc90ba2e3794e9696d","65dec05448ecb3c0ddb99dad",69,100,"2024-03-25T11:41:30.054Z"
"660255761e7e9c7a79e5171c","65fe496b205cf6d5f81e91fb","6601a69b541fb73774320e2a",7,40.32258064516129,"2024-03-26T04:56:22.360Z"
"6602562c1e7e9c7a79e51758","65fe496b205cf6d5f81e91fb","6601a69e541fb73774320e2f",13,55.932203389830505,"2024-03-26T04:59:24.976Z"
"660256eb1e7e9c7a79e51794","65fe496b205cf6d5f81e91fb","6601a69f541fb73774320e32",11,55.172413793103445,"2024-03-26T05:02:35.763Z"
"660257671e7e9c7a79e517ce","65fe496b205cf6d5f81e91fb","6601a69f541fb73774320e34",25,83.92857142857143,"2024-03-26T05:04:39.679Z"
"660257d71e7e9c7a79e51806","65fe496b205cf6d5f81e91fb","6601a69f541fb73774320e36",20,86,"2024-03-26T05:06:31.583Z"
"6602586c1e7e9c7a79e51844","65fe496b205cf6d5f81e91fb","6601a69f541fb73774320e38",10,60,"2024-03-26T05:09:00.851Z"
"660258ca1e7e9c7a79e51883","65fe496b205cf6d5f81e91fb","6601a69f541fb73774320e3a",6,50,"2024-03-26T05:10:34.917Z"
"660259461e7e9c7a79e518c2","65fe496b205cf6d5f81e91fb","66022c971dff492f055500d3",25,86.53846153846155,"2024-03-26T05:12:38.016Z"
"660259961e7e9c7a79e518fa","65fe496b205cf6d5f81e91fb","6601a6a0541fb73774320e48",11,55.35714285714286,"2024-03-26T05:13:58.777Z"
"660259da1e7e9c7a79e51933","65fe496b205cf6d5f81e91fb","6601a6a0541fb73774320e46",8,48.97959183673469,"2024-03-26T05:15:06.620Z"
"66025a2e1e7e9c7a79e5196a","65fe496b205cf6d5f81e91fb","6601a6a0541fb73774320e42",14,59.183673469387756,"2024-03-26T05:16:30.472Z"
"660694982dd9ef33d65b75cb","65fe496b205cf6d5f81e91fb","66061de7cddc7b43668aa881",10,44,"2024-03-29T10:14:48.455Z"
"660696e10e8dec5baa951f39","65fe496b205cf6d5f81e91fb","66061de8cddc7b43668aa886",10,39.0625,"2024-03-29T10:24:33.514Z"
"66069885438d8931196b71a3","65fe496b205cf6d5f81e91fb","66061de9cddc7b43668aa88a",5,21.818181818181817,"2024-03-29T10:31:33.010Z"
"66098c1bf6cd2b5609de6079","65f300509edbd593b5293db2","66061de9cddc7b43668aa88c",3,3.1746031746031744,"2024-03-31T16:15:23.531Z"
"66098c8bf6cd2b5609de60b2","65f300509edbd593b5293db2","66081825ddf16117cf882593",7,32.142857142857146,"2024-03-31T16:17:15.431Z"
"660d8594a8cbb36b11f14b1e","65b1ebbc90ba2e3794e9696d","660be7a9489eed6e3dc52868",20,73.77049180327869,"2024-04-03T16:36:36.463Z"
"660d86c9a8cbb36b11f14cba","65b1ebbc90ba2e3794e9696d","660d3d86284bf0611499e90e",6,26.785714285714285,"2024-04-03T16:41:45.621Z"
"660d877ba8cbb36b11f14ebf","65b1ebbc90ba2e3794e9696d","660d3d88284bf0611499e913",0,8.620689655172415,"2024-04-03T16:44:43.931Z"
"660d88a58d11906d41d84e59","65b1ebbc90ba2e3794e9696d","660d3d88284bf0611499e915",15,68.75,"2024-04-03T16:49:41.445Z"
"660d89215bcebe7dfc2dd29f","65b1ebbc90ba2e3794e9696d","660d3d88284bf0611499e91b",12,45.614035087719294,"2024-04-03T16:51:45.331Z"
"660d899d2dea25f5647ebf4f","65b1ebbc90ba2e3794e9696d","660d3d88284bf0611499e917",26,100,"2024-04-03T16:53:49.981Z"
